step,time_s,left_turn_northbound_active,left_turn_northbound_x_m,left_turn_northbound_y_m,left_turn_northbound_speed_mps,left_turn_northbound_heading_rad,left_turn_northbound_kappa_radpm,left_turn_northbound_a_mps2,left_turn_northbound_distance_to_destination_m,right_turn_southbound_active,right_turn_southbound_x_m,right_turn_southbound_y_m,right_turn_southbound_speed_mps,right_turn_southbound_heading_rad,right_turn_southbound_kappa_radpm,right_turn_southbound_a_mps2,right_turn_southbound_distance_to_destination_m,distance_left_turn_northbound_to_right_turn_southbound_m
0,0.0,True,16.5,-7.0,6.0,1.5707963267948966,0.06313136547970205,7.920167536561309,40.91760012512953,True,5.5,55.0,6.0,-1.5707963267948966,-0.02032343410826392,5.394267839012106,41.620307543313515,62.96824596572466
1,0.1,True,16.5,-6.4,6.792016753656131,1.6086751460827178,0.043716194105130925,6.5425946897328195,40.598152667332045,True,5.5,54.4,6.53942678390121,-1.582990387259855,-0.012211176917127997,4.510211698517487,41.0440007796511,61.78705366013175
2,0.2,True,16.47427879432748,-5.721285527339952,7.446276222629413,1.638367258359531,0.03458470808034928,5.329784456379396,40.222475959276366,True,5.492025981058794,53.74610594004688,6.990447953752959,-1.5909757969993372,-0.007366992763677097,3.741865002526561,40.41444527228682,60.47297350709638
3,0.30000000000000004,True,16.42400189191707,-4.978357180242484,7.979254668267353,1.6641199873040595,0.030306008574481486,4.267839341019349,39.80133995076116,True,5.477920584796559,53.047203469213095,7.364634454005615,-1.5961256549483531,-0.004261896915526733,3.074119644892874,39.74081469696611,59.04898292659867
4,0.4,True,16.349644609692227,-4.1839038806768025,8.406038602369287,1.6883019233435077,0.028701724701654885,3.3410729467826696,39.343617689724525,True,5.459268455120541,52.31097625939957,7.672046418494903,-1.599264386234704,-0.0021587910451312934,2.494074800296813,39.031061770799916,57.534961326394054
5,0.5,True,16.251096103313518,-3.349096692317867,8.740145897047555,1.7124287039231765,0.028788160294016818,2.5330816481199734,38.85649152590142,True,5.437430577732772,51.54408247954045,7.921453898524584,-1.600920620745312,-0.0006688870274181723,1.9907905613353714,38.29209817301622,55.948158876703644
6,0.6000000000000001,True,16.127720785965103,-2.483833706812333,8.993454061859552,1.7375899760309064,0.030087165793166098,1.8298509874786173,38.34560948964381,True,5.413571366138205,50.75229648781883,8.12053295465812,-1.6014504765204134,0.0004278923763268657,1.5548944507308424,37.529938921917164,54.30357774484198
7,0.7000000000000001,True,15.978410243595489,-1.5969692743509376,9.176439160607414,1.7646487303721454,0.0323565209992205,1.2206771556982083,37.815231742987166,True,5.388682461182754,49.940624696337196,8.276022399731204,-1.6011030051061124,0.0012633926676312265,1.178236240018192,36.74982098421624,52.6143129461282
8,0.8,True,15.80163480497217,-0.696513389266706,9.298506876177235,1.7943404950119717,0.03547019959149349,0.694834889604963,37.268365245448244,True,5.363604425744983,49.11340250142998,8.393846023733023,-1.6000574185044152,0.0019203677242916523,0.8536376423609955,35.95630314380749,50.89184806269024
9,0.9,True,15.595499004922667,0.2102006412859837,9.367990365137732,1.8273224844920597,0.039360700439969844,0.24772059145865097,36.706889250667615,True,5.339046620711274,48.27437721878749,8.479209787969122,-1.5984454914057502,0.0024528348508333713,0.574726326875621,35.15335201036777,49.146311006858284
10,1.0,True,15.35781255370453,1.11634499276673,9.392762424283598,1.8641955507407306,0.043977491769179804,-0.12509578292846268,36.131697091722124,True,5.315605300980169,47.42678032709122,8.536682420656684,-1.5963656812782043,0.0028972232269674505,0.3358271883272612,34.34441738782303,47.38673176492889
11,1.1,True,15.086166488904379,2.0154825100959375,9.380252845990752,1.90550256396111,0.04925853552604458,-0.4248504136399021,35.54282075718138,True,5.2937799334771025,46.573391130508064,8.57026513948941,-1.5938924138191672,0.0032787383742704187,0.1318850191205057,33.5324990519027,45.621245654584115
12,1.2000000000000002,True,14.778032946908295,2.9014538159767342,9.337767804626761,1.9517083157668618,0.05509587614312304,-0.65159062271791,34.9395801868819,True,5.273987734261294,45.71659318789751,8.58345364140146,-1.5910824481001156,0.003615094370306467,-0.041592541090018115,32.720206241756266,43.85730309584754
13,1.3,True,14.43088532396968,3.7683030552446186,9.27260874235497,2.003155565608558,0.06129119873788568,-0.8063324807358859,34.32074211253742,True,5.2565764303427045,44.85842443372574,8.579294387292459,-1.5879794486064338,0.003918737909160615,-0.1885852847263783,31.90981075776942,42.1018529114099
14,1.4000000000000001,True,14.042349936272643,4.6102371271261955,9.191975494281381,2.059988496133191,0.06749550271434883,-0.894721265363805,33.68470516411118,True,5.2418352497290055,44.000621647863866,8.56043585881982,-1.5846174479915007,0.004198207296471427,-0.31260537642292346,31.10329429087215,40.36150952875326
15,1.5,True,13.610407095778621,5.421624529925038,9.102503367745001,2.1220301968256408,0.0731216913920484,-0.9346276432711912,33.02973074983484,True,5.2300041442569976,43.14465982285472,8.529175321177528,-1.5810235995631534,0.00445895055123294,-0.41674362828331063,30.302390493560768,38.64270364947943
16,1.6,True,13.133673735641546,6.197047626647404,9.009040603417882,2.188589241040774,0.07708404748128904,-0.9638695850310851,32.354251818963306,True,5.221281276073521,42.29178689670189,8.487500958349196,-1.5772204824631608,0.004703840418579522,-0.503717717174087,29.508622222864748,36.95180858100781
17,1.7000000000000002,True,12.611836367492439,6.931427560430683,8.912653644914773,2.2580345724042465,0.07804155910536538,-0.989999302074394,31.657327540440143,True,5.215828810838273,41.44305431466993,8.437129186631788,-1.5732280974570994,0.004933440462686641,-0.5759192935235254,28.723334371249692,35.29523068350748
18,1.8,True,12.046413373079218,7.620376605956485,8.813653714707334,2.327590311025773,0.07636177704630684,-0.9518879598782989,30.939389102305626,True,5.213777096537486,40.5993438906573,8.379537257279436,-1.569065690005275,0.005146098623120647,-0.6354595798286895,27.947722705132204,33.67932899647617
19,1.9000000000000001,True,11.44127313300183,8.261165344829779,8.718464918719503,2.3948929370183567,0.07331729762054996,-0.8451174074071517,30.202656442798844,True,5.2152272893593175,39.7613914198082,8.315991299296567,-1.5647534974910677,0.0053379042691530385,-0.6842051914119751,27.18285908797934,32.10962300653635
20,2.0,True,10.801394930332169,8.853341155833293,8.633953177978787,2.4588143657423647,0.0695988401207798,-0.710448077870979,29.44998751917454,True,5.220252470367492,38.929807473080274,8.24757078015537,-1.5603145009451922,0.005502577064622682,-0.7238122550254391,26.42971341497059,30.589916268125233
21,2.1,True,10.131553198825909,9.398101221851348,8.562908370191689,2.518905678426809,0.06552600535747621,-0.5805590543555429,28.683890170250542,True,5.228897272126717,38.10509570213283,8.175189554652825,-1.5557762115638187,0.005631353332908155,-0.7557574492112924,25.6891724536368,29.122629813025302
22,2.2,True,9.435975912553454,9.897507105261663,8.504852464756135,2.575014996400885,0.061293606378584775,-0.4718128549724706,27.906418760118047,True,5.241176039339694,37.28766896265046,8.099613809731695,-1.5511724734692438,0.005712842035375797,-0.7813686873115768,24.962055735377994,27.709516642306667
23,2.3000000000000003,True,8.71838506929994,10.354003037501364,8.457671179258888,2.6271443043291547,0.057043118594963596,-0.3892950512929905,27.119317625761468,True,5.257069582544545,36.47786353296234,8.021476941000538,-1.5465452920449894,0.005732915267336039,-0.8018556292527989,24.249128593143364,26.352168641027617
24,2.4000000000000004,True,7.982090412793796,10.770166703100806,8.418741674129588,2.6753894983407216,0.0528763226775734,-0.33254661683344305,26.324143137776552,True,5.276520587454107,35.67595170391999,7.941291378075258,-1.5419466472828247,0.00567461805402285,-0.8183368292838822,23.551112403071503,25.052309965087424
25,2.5,True,7.230059880808326,11.148587358878094,8.385487012446244,2.7199047084707626,0.048860223079467635,-0.2990123005641874,25.522329457190374,True,5.299427780637688,34.88215302162367,7.85945769514687,-1.5374402677401966,0.00551813282838788,-0.8318678172755024,22.8686920689642,23.811960846895097
26,2.6,True,6.464968580279215,11.491806277665681,8.355585782389825,2.760876385076573,0.04503264989455675,-0.28572082970518065,24.715220226157708,True,5.325638972963111,34.09664444368521,7.776270913419319,-1.533103314588105,0.005240826197221101,-0.8434655336054075,22.202520738745726,22.633532213643544
27,2.7,True,5.689237066822657,11.80228776938322,8.327013699419307,2.7985038019968025,0.04140872201097546,-0.29172717241252394,23.904085766202407,True,5.354943140212113,33.31956969890788,7.6919243600587786,-1.5290279061561314,0.004822199723861433,-0.8540657947465768,21.553221746889577,21.519878579211756
28,2.8000000000000003,True,4.905065468085792,12.082406450012765,8.297840982178055,2.8329849015428863,0.037989749411457455,-0.31142852952545463,23.090135907357134,True,5.3870617525031905,32.55104813229237,7.606517780584121,-1.5253187066036276,0.004229540997982222,-0.8647536746337214,20.92138776222468,20.474315928395416
29,2.9000000000000004,True,4.114482557953079,12.334438812738721,8.26669812922551,2.8645081914997927,0.03476076593571647,-0.3449880218592659,22.274549495984083,True,5.421642462235732,31.791182813977464,7.520042413120749,-1.5221014987231414,0.0034326191657308974,-0.8765569973095664,20.30757831026532,19.50060394308607
30,3.0,True,3.31934434732133,12.560576393849747,8.232199327039584,2.893243867372916,0.03170512629540246,-0.3910236371402895,21.458453600618686,True,5.45824670955798,31.04006996757599,7.432386713389793,-1.5195201545517025,0.002399323431451166,-0.8905312993633341,19.712312452419923,18.60286499592391
31,3.1,True,2.521381117051148,12.762926933107458,8.193096963325555,2.9193441593081877,0.028806031029511743,-0.44805721596515524,20.642954702703765,True,5.496340445599282,30.29780816076646,7.343333583453459,-1.5177368845923982,0.0010960067808489383,-0.9077559423559763,19.13605963004753,17.78545593103038
32,3.2,True,1.7222229205178752,12.943521936964792,8.148291241729039,2.9429452198435233,0.0260503111147032,-0.514349903239597,19.82914972837579,True,5.5352854842901165,29.56450824590207,7.252557989217862,-1.516932050252248,-0.0005122842508504278,-0.9293133283097224,18.579227961597965,17.052760245694
33,3.3000000000000003,True,0.9234179042816669,13.104323204485459,8.096856251405079,2.9641717720335485,0.023430700212660693,-0.5878712597888224,19.018131761378147,True,5.57433197549111,28.840304306811312,7.159626656386889,-1.5173035873758736,-0.0024618126206240763,-0.9562460905499736,18.042150204008824,16.408903161105265
34,3.4000000000000004,True,0.12644259569961402,13.247225860408001,8.038069125426196,2.9831432731827165,0.02094600760112386,-0.6664192688232314,18.210989494248132,True,5.612612517244124,28.12536575091189,7.064002047331892,-1.5190661533020386,-0.004790521720958391,-0.9894823895912129,17.525067633845687,15.857399124997226
35,3.5,True,-0.6672951388598758,13.374056303865665,7.971427198543872,2.9999798188826703,0.018599299163370272,-0.7478508997879207,17.40880095544749,True,5.649138426681317,27.41991050273035,6.965053808372771,-1.5224501788265024,-0.0075388395501811934,-1.0297256446050989,17.028112137868217,15.400758200934787
36,3.6,True,-1.4564581798445513,13.486565017131213,7.89664210856508,3.0148061148051446,0.016394991916356814,-0.8303521789756306,16.612623555676063,True,5.682798662681917,26.724218951791528,6.862081243912261,-1.5277010211384725,-0.010750885223147755,-1.077308183193541,16.55128679656993,15.040095410514812
37,3.7,True,-2.239784030640914,13.586415792700489,7.813606890667518,3.0277526531587733,0.01433604744056616,-0.9126773174452593,15.823483425338674,True,5.712361858742268,26.038647943493174,6.754350425592907,-1.535078365922994,-0.014475847598368894,-1.132014848489011,16.094445275638012,14.774799822104828
38,3.8000000000000003,True,-3.0160871454591045,13.675173892851657,7.722339158922992,3.038954277065428,0.012422113539316193,-0.9943060939661748,15.042367122453092,True,5.73648189178707,25.363643705933892,6.6411489407440065,-1.5448558606616802,-0.018769079637449917,-1.1929006038401186,15.657270453683457,14.602321436096902
39,3.9000000000000004,True,-3.7842570292548365,13.754295637546818,7.622908549526374,3.048547054447553,0.010648880661730302,-1.07549844312726,14.270218203269541,True,5.753707409689521,24.699752243370586,6.521858880359995,-1.5573206859969793,-0.023692334535356706,-1.2581384272511495,15.239252982195785,14.518119229037152
40,4.0,True,-4.543250503898574,13.82512114843555,7.515358705213648,3.056664598791472,0.009008454519695007,-1.157256358327926,13.507940158169173,True,5.762495766460671,24.047625570600204,6.39604503763488,-1.5727724922355668,-0.029312494663930273,-1.3249451446196727,14.839670991022134,14.515784610216542
41,4.1000000000000005,True,-5.292077673732905,13.888870928028988,7.399633069380855,3.063434775500983,0.007490338492883227,-1.2412252045558887,12.756406142210151,True,5.761231802967315,23.408022315737607,6.2635505231729125,-1.5915208958391598,-0.035698333614008516,-1.3896400779924432,14.45757285249054,14.587319614302892
42,4.2,True,-6.02978204107254,13.946646026668242,7.275510548925267,3.0689773511422627,0.006082624604308836,-1.3295737903888174,12.0164750479233,True,5.7482517936550295,22.781801770784273,6.124586515373668,-1.6138807274576021,-0.04291531224548491,-1.4478686504567773,14.091765645471822,14.723520572022641
43,4.3,True,-6.755415756832492,13.99943094901955,7.142553169886385,3.073402771089643,0.004773102707177587,-1.4248868223132676,11.289012943011047,True,5.721872542639896,22.169911474277743,5.97979965032799,-1.6401645817257768,-0.0510187899445177,-1.4949739465101293,13.740812437948303,14.914404960365465
44,4.4,True,-7.4680111235410305,14.04809819870622,7.000064487655059,3.0768119850767777,0.0035501309966786956,-1.5300908270289795,10.574918757757045,True,5.680424975289256,21.573369658692833,5.830302255676978,-1.6706727959528151,-0.06004609268559267,-1.5264392429489044,13.403041306852133,15.149623176551701
45,4.5,True,-8.166549285105067,14.093413374442733,6.847055404952161,3.0792970996684152,0.0024032219717998664,-1.6484218560985442,9.875153278400644,True,5.622290738710029,20.993244969972494,5.677658331382087,-1.7056814829157552,-0.07000720548645689,-1.5382835062450033,13.076567871012848,15.418812705556672
46,4.6000000000000005,True,-8.849926674467298,14.136039902489317,6.682213219342306,3.0809425990675465,0.001323371888558248,-1.7834341670500569,9.190770855195757,True,5.545939570309599,20.43063627792889,5.523829980757587,-1.7454291822644512,-0.08087265423268362,-1.5273222147458774,12.75933113232815,15.711871577479364
47,4.7,True,-9.516919370706068,14.1765427203131,6.5038698026373005,3.0818269043803297,0.0003032032317114427,-1.9390444883509552,8.522953646158783,True,5.4499649086250885,19.886654806849492,5.371097759283,-1.7901018614718451,-0.09255681832731487,-1.491297796725789,12.449140195613959,16.01914495445057
48,4.800000000000001,True,-10.166145123495806,14.215390448833197,6.309965353802205,3.0820241038146086,-0.0006629883086901859,-2.1196056126701572,7.873048607363651,True,5.333115686670369,19.362409472367318,5.221967979610421,-1.8398150334242656,-0.10489644570300982,-1.4289576418776335,12.143727910821045,16.331530561774517
49,4.9,True,-10.796022472001798,14.252955771950436,6.09800479253519,3.0816057604888276,-0.001579169103065018,-2.3300043812838114,7.242607769482292,True,5.194323314938204,18.85899495792646,5.0790722154226575,-1.8945916214878715,-0.117627124312539,-1.3401651806653825,11.84080725983963,16.640515477852738
50,5.0,True,-11.40472611886104,14.289513873625461,5.865004354406809,3.0806427824129563,-0.0024473245582792257,-2.575781288922329,6.633432603336259,True,5.032724041374788,18.377481281611278,4.9450556973561195,-1.9543352873754598,-0.13036402293514254,-1.2260878551872516,11.538127212887012,16.938159442483446
51,5.1000000000000005,True,-11.990137500145224,14.325238870967011,5.607426225514576,3.079207425493861,-0.0032667587130134745,-2.8632711738237293,6.047623487653194,True,4.847677759042106,17.918903445367096,4.822446911837394,-2.018801022810029,-0.1425964895964855,-1.0894486507575571,11.233526164450442,17.21703946025041
52,5.2,True,-12.54978929476559,14.360198240585033,5.321099108132203,3.077375614645883,-0.0040235873143328535,-3.179979642804779,5.487635467375931,True,4.638784788837448,17.484249940637206,4.713502046761638,-2.0875674228993715,-0.15370767595496365,-0.9347744640654186,10.924982359288048,17.47016823193494
53,5.300000000000001,True,-13.080802417671489,14.394345282731868,5.003101143851725,3.075234623958904,-0.0046741234945605155,-3.453064633408646,4.956341643847386,True,4.405902225394457,17.074449102311462,4.620024600355096,-2.160017567421041,-0.16302793951871764,-0.7685351976086698,10.610661628878292,17.690895843838696
54,5.4,True,-13.580011406401486,14.427520516375036,4.657794680510861,3.07289611269869,-0.005137494153119141,-3.611864560558802,4.456908337257171,True,4.149161105159083,16.690352408418963,4.543171080594229,-2.235336876533209,-0.16992223355119165,-0.5990576880565417,10.288963135472967,17.872995443302894
55,5.5,True,-14.044692249944912,14.459492793455693,4.296608224454981,3.0705031734049344,-0.005281298807311086,-3.6316119601581622,3.9920680652980067,True,3.8689848720117164,16.332713885529117,4.483265311788575,-2.312535454275184,-0.17389760372682744,-0.43613594870506484,9.958563586415373,18.011351567539318
56,5.6000000000000005,True,-14.47326783804633,14.490011437397808,3.9334470284391645,3.0682340062158047,-0.004885602428697151,-3.531147852878159,3.5634152264566996,True,3.5661083873175983,16.00216507887842,4.4396517169180685,-2.3904983637343484,-0.17470279582278672,-0.29033538206488746,9.618459571221969,18.102643542744485
57,5.7,True,-14.865554624930827,14.518840799014185,3.5803322431513487,3.0663122803802754,-0.003571203053711238,-3.3505239467835657,3.1711609839277854,True,3.24159536568268,15.699185917111954,4.41061817871158,-2.4680603204768508,-0.1723869335984291,-0.17209849564997104,9.268006573675661,18.145580601909437
58,5.800000000000001,True,-15.22257381703473,14.545768223379843,3.2452798484729923,3.065033671036271,-0.0011232097376515458,-3.184461488402581,2.8143245563922674,True,2.896851193678234,15.4240732437347,4.393408329146583,-2.5440936147870086,-0.16729491567256383,-0.09085406218718399,8.906952300226239,18.140699612408312
59,5.9,True,-15.54615119199576,14.570589491727334,2.926833699632734,3.06466915804355,0.0017297665227073388,-3.0547450668030685,2.4911377635849083,True,2.5336282771626513,15.176910381669908,4.384322922927865,-2.6175931023809804,-0.1600006380856591,-0.05435188630698331,8.535461841982109,18.089943357428808
60,6.0,True,-15.83796905231486,14.593081522579185,2.6213591929524274,3.0651754319386657,0.004272076711881098,-2.8817365845710667,2.1999910149850117,True,2.1540226611735,14.957542081237497,4.378887734297167,-2.6877425489051845,-0.15120261060958734,-0.06836770454869867,8.154133199414675,17.99568274106463
61,6.1000000000000005,True,-16.09933996062035,14.613093730761303,2.3331855344953207,3.0662952966948342,0.006163671463648997,-2.6373773139887273,1.9396404425745646,True,1.760463220610541,14.765558892808007,4.372050963842297,-2.7539524746043877,-0.141616819027324,-0.13680827813812504,7.764003608396273,17.86045394994044
62,6.2,True,-16.331997404353057,14.630645404742584,2.069447803096448,3.067733395604671,0.0073412976016714844,-2.345673542439661,1.7084072922235811,True,1.3556971420581718,14.60029329457994,4.358370136028485,-2.8158680696168568,-0.13189551855149076,-0.2621410034714741,7.366549117194598,17.68772058852516
63,6.300000000000001,True,-16.53837797967277,14.645916299546494,1.8348804488524817,3.0692526388240364,0.007899030696853295,-2.0457961196916385,1.5038996632861852,True,0.9427768258117268,14.460827474906496,4.332156035681338,-2.8733530185299374,-0.1225852676289599,-0.4460021647904875,6.9636812868513775,17.48213462956742
64,6.4,True,-16.721386130288504,14.659178253551062,1.6303008368833178,3.0707020165230907,0.008028539226506834,-1.7682582670439917,1.3232584368410845,True,0.5250534681927235,14.34601042184203,4.287555819202289,-2.9264588692343785,-0.11412317751640629,-0.6898492283982998,6.55774543049005,17.249282678270383
65,6.5,True,-16.88400673309646,14.67072588230341,1.4534750101789187,3.072010909945083,0.007953969584451492,-1.5288482982542697,1.163555936067925,True,0.10618162729769559,14.254480481751562,4.2185708963624595,-2.975389818621011,-0.10686369542050758,-0.9955716221920788,6.1515244791545225,16.99528642757025
66,6.6000000000000005,True,-17.02900251744042,14.68083125585538,1.3005901803534916,3.073166999547355,0.007803015931779891,-1.3310611949845081,1.0221080169805403,True,-0.30986230259321085,14.184688988879621,4.119013734143252,-3.0204710261588805,-0.10115395978161551,-1.359808202703154,5.748251826451584,16.726500132209402
67,6.7,True,-17.158757181532305,14.689723686272426,1.1674840608550408,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-0.7187459789927159,14.134920719926079,3.9830329138729366,-3.0621364811192255,-0.0973992057902309,-1.7429602573329357,5.3516358429193245,16.44937003873078
68,6.800000000000001,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-1.1157926309478663,14.103306354502159,3.808736888139643,-3.100930905363983,-0.0958030807710949,-2.081188735172272,4.965837403477823,16.053678608291296
69,6.9,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-1.496351499096975,14.087823631749822,3.6006180146224156,-3.137419778137012,-0.09616523557452229,-2.319240678306637,4.595096902838954,15.673966806039141
70,7.0,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-1.8564101657055765,14.08632114305747,3.368693946791752,-3.1720452060960156,-0.09783114213747678,-2.4291226974681965,4.243129242492137,15.314239087265795
71,7.1000000000000005,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-2.1931233731990987,14.096578090504842,3.1257816770449325,-3.20500152372864,-0.0996677464784635,-2.4122157919932716,3.9126053721579033,14.977383515918406
72,7.2,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-2.50507336227583,14.116385039803651,2.8845600978456054,-3.2361554853021137,-0.10002272647409018,-2.2906646129571056,3.6048977240633007,14.664895726812164
73,7.300000000000001,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-2.792240627387799,14.143621622352544,2.655493636549895,-3.2650076418686025,-0.0966994055478894,-2.0957010663500206,3.320106040216714,14.376892062080932
74,7.4,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-3.055770231008783,14.176311262193584,2.445923529914893,-3.29068610747766,-0.08704551630924899,-1.8600259017416114,3.057278539715216,14.11232912186487
75,7.5,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-3.297649111700702,14.212643427242448,2.2599209397407316,-3.3119767751290983,-0.0702534047105704,-1.6568381623436523,2.8147168056762877,13.869315862619429
76,7.6000000000000005,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-3.5203687740774705,14.250962854815995,2.0942371235063666,-3.327853489168448,-0.04885220481214433,-1.5122064634414956,2.5902948985463934,13.64544427344961
77,7.7,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-3.72617019820684,14.289745133256611,1.943016477162217,-3.338084299256721,-0.02674204994180247,-1.4156841821870039,2.3821763039824297,13.438540691141927
78,7.800000000000001,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-3.916733005642938,14.327678584553738,1.8014480589435165,-3.3432803236237225,-0.007044012696052329,-1.3462699654065624,2.18906771376428,13.246972519429374
79,7.9,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.093226257225904,14.363765746209724,1.6668210624028603,-3.34454926592357,0.008710650383437261,-1.2855888112549207,2.010119432230036,13.069596279636828
80,8.0,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.256487197709619,14.397363214165969,1.5382621812773682,-3.343097356370936,0.02036680193104274,-1.2225289683092808,1.8447243662376307,12.905581946626901
81,8.1,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.407200977692327,14.428150580191762,1.4160092844464403,-3.3399644082545272,0.028613688273308926,-1.1529120760532792,1.6923417162025223,12.754238750686554
82,8.200000000000001,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.546024936478388,14.456056339514008,1.3007180768411124,-3.335912683428801,0.03455233049886127,-1.0771938498648985,1.552391120538112,12.614896555832866
83,8.3,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.673648688450711,14.48117312845526,1.1929986918546225,-3.3314183993411155,0.039454055795211704,-0.998085251071278,1.4242152661326943,12.486850180056779
84,8.4,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.790805589555954,14.503683555174552,1.0931901667474946,-3.3267115356459107,0.04465974251465313,-0.918876734828328,1.3070888017473394,12.369350731216626
85,8.5,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.898256822587574,14.52380518350624,1.0013024932646617,-3.3218293765092612,0.05279932704672766,-0.8432299193029488,1.2002497791003144,12.261622975823554
86,8.6,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-4.996765090524202,14.541754778997667,0.9169795013343668,-3.3165425667278026,0.04580550414689792,-0.7727722154258722,1.1029365195524123,12.162892189741045
87,8.700000000000001,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-5.087063295125263,14.557715615582861,0.8397022797917796,-3.3123422958927033,0.039472408730293694,-0.7082155509885388,1.014430334624705,12.072415641363762
88,8.8,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,True,-5.169812399813701,14.5719839322368,0.7688807246929257,-3.3090277887327333,0.0,0.0,0.9340284823101273,11.989522910807507
89,8.9,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,False,-5.169812399813701,14.5719839322368,0.0,-3.3090277887327333,0.0,0.0,0.9340284823101273,11.989522910807507
90,9.0,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,False,-5.169812399813701,14.5719839322368,0.0,-3.3090277887327333,0.0,0.0,0.9340284823101273,11.989522910807507
91,9.1,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,False,-5.169812399813701,14.5719839322368,0.0,-3.3090277887327333,0.0,0.0,0.9340284823101273,11.989522910807507
92,9.200000000000001,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,False,-5.169812399813701,14.5719839322368,0.0,-3.3090277887327333,0.0,0.0,0.9340284823101273,11.989522910807507
93,9.3,False,-17.158757181532305,14.689723686272426,0.0,3.0741818521371567,0.0,0.0,0.8966386510093364,False,-5.169812399813701,14.5719839322368,0.0,-3.3090277887327333,0.0,0.0,0.9340284823101273,11.989522910807507
